Территория,Пол,Год,Прибыл,Выбыл,Сальдо,Статус
Рязанская область,Всего,2039,43938,42342,1596,прогноз
Рязанская область,Всего,2040,43879,42751,1128,прогноз
Рязанская область,Всего,2041,43850,43129,721,прогноз
Рязанская область,Всего,2042,43977,43353,624,прогноз
Рязанская область,Всего,2043,44358,43321,1037,прогноз
Рязанская область,Всего,2044,44751,43278,1473,прогноз
Рязанская область,Всего,2045,44898,43481,1417,прогноз
Рязанская область,Всего,2046,44996,43735,1261,прогноз
Рязанская область,Всего,2047,45337,43743,1594,прогноз
Рязанская область,Всего,2048,45705,43725,1980,прогноз
Рязанская область,Всего,2049,45678,44102,1576,прогноз
Рязанская область,Всего,2050,45378,44752,626,прогноз
Рязанская область,Всего,2051,45332,45148,184,прогноз
Рязанская область,Всего,2052,45725,45105,620,прогноз
Рязанская область,Всего,2053,46297,44882,1415,прогноз
Рязанская область,Всего,2054,46821,44708,2113,прогноз
Рязанская область,Всего,2055,47164,44715,2449,прогноз
Рязанская область,Всего,2056,47106,45125,1981,прогноз
Рязанская область,Всего,2057,46652,45928,724,прогноз
Рязанская область,Всего,2058,46351,46579,-228,прогноз
Рязанская область,Всего,2059,46731,46549,182,прогноз
Рязанская область,Всего,2060,47551,46079,1472,прогноз
Рязанская область,Всего,2061,48125,45855,2270,прогноз
Рязанская область,Всего,2062,48222,46107,2115,прогноз
Рязанская область,Всего,2063,48138,46541,1597,прогноз
Рязанская область,Всего,2064,48078,46951,1127,прогноз
Рязанская область,Всего,2065,48050,47329,721,прогноз
Рязанская область,Всего,2066,48177,47553,624,прогноз
Рязанская область,Всего,2067,48558,47522,1036,прогноз
Рязанская область,Всего,2068,48952,47478,1474,прогноз
Рязанская область,Всего,2069,49099,47681,1418,прогноз
Рязанская область,Всего,2070,49196,47934,1262,прогноз
Рязанская область,Всего,2071,49538,47943,1595,прогноз
Рязанская область,Всего,2072,49904,47925,1979,прогноз
Рязанская область,Всего,2073,49877,48302,1575,прогноз
Рязанская область,Всего,2074,49577,48952,625,прогноз
Рязанская область,Всего,2075,49532,49347,185,прогноз
Рязанская область,Всего,2076,49925,49305,620,прогноз
Рязанская область,Всего,2077,50498,49082,1416,прогноз
Рязанская область,Всего,2078,51022,48908,2114,прогноз
Рязанская область,Всего,2079,51364,48916,2448,прогноз
Рязанская область,Всего,2080,51306,49324,1982,прогноз
Рязанская область,Всего,2081,50851,50129,722,прогноз
Рязанская область,Всего,2082,50551,50779,-228,прогноз
Рязанская область,Всего,2083,50931,50748,183,прогноз
Рязанская область,Всего,2084,51751,50279,1472,прогноз
Рязанская область,Всего,2085,52325,50055,2270,прогноз
Рязанская область,Всего,2086,52423,50308,2115,прогноз
Рязанская область,Всего,2087,52338,50742,1596,прогноз
Рязанская область,Всего,2088,52279,51152,1127,прогноз
Рязанская область,Всего,2089,52251,51529,722,прогноз
Рязанская область,Всего,2090,52377,51753,624,прогноз
Рязанская область,Всего,2091,52759,51722,1037,прогноз
Рязанская область,Всего,2092,53152,51678,1474,прогноз
Рязанская область,Всего,2093,53298,51881,1417,прогноз
Рязанская область,Всего,2094,53395,52134,1261,прогноз
Рязанская область,Всего,2095,53737,52143,1594,прогноз
Рязанская область,Всего,2096,54105,52126,1979,прогноз
Рязанская область,Всего,2097,54078,52502,1576,прогноз
Рязанская область,Всего,2098,53778,53152,626,прогноз
Рязанская область,Всего,2099,53732,53548,184,прогноз
Рязанская область,Всего,2100,54125,53505,620,прогноз
Рязанская область,Женщины,2017,20342,20105,237,наблюдение
Рязанская область,Женщины,2018,21103,21531,-428,наблюдение
Рязанская область,Женщины,2019,20105,19584,521,наблюдение
Рязанская область,Женщины,2020,17322,17284,38,наблюдение
Рязанская область,Женщины,2021,16903,15721,1182,наблюдение
Рязанская область,Женщины,2022,17017,16567,450,наблюдение
Рязанская область,Женщины,2023,16831,15373,1458,наблюдение
Рязанская область,Женщины,2024,20305,20297,8,прогноз
Рязанская область,Женщины,2025,20352,20433,-81,прогноз
Рязанская область,Женщины,2026,21901,22250,-349,прогноз
Рязанская область,Женщины,2027,22037,22298,-261,прогноз
Рязанская область,Женщины,2028,22263,22255,8,прогноз
Рязанская область,Женщины,2029,22310,22390,-80,прогноз
Рязанская область,Женщины,2030,22267,22616,-349,прогноз
Рязанская область,Женщины,2031,22402,22663,-261,прогноз
Рязанская область,Женщины,2032,22628,22620,8,прогноз
Рязанская область,Женщины,2033,22675,22756,-81,прогноз
Рязанская область,Женщины,2034,22632,22981,-349,прогноз
Рязанская область,Женщины,2035,22768,23028,-260,прогноз
Рязанская область,Женщины,2036,22993,22985,8,прогноз
Рязанская область,Женщины,2037,23041,23121,-80,прогноз
Рязанская область,Женщины,2038,22998,23347,-349,прогноз
Рязанская область,Женщины,2039,23133,23394,-261,прогноз
Рязанская область,Женщины,2040,23359,23351,8,прогноз
Рязанская область,Женщины,2041,23406,23486,-80,прогноз
Рязанская область,Женщины,2042,23363,23712,-349,прогноз
Рязанская область,Женщины,2043,23499,23759,-260,прогноз
Рязанская область,Женщины,2044,23724,23716,8,прогноз
Рязанская область,Женщины,2045,23771,23852,-81,прогноз
Рязанская область,Женщины,2046,23729,24078,-349,прогноз
Рязанская область,Женщины,2047,23864,24125,-261,прогноз
Рязанская область,Женщины,2048,24090,24082,8,прогноз
Рязанская область,Женщины,2049,24137,24217,-80,прогноз
Рязанская область,Женщины,2050,24094,24443,-349,прогноз
Рязанская область,Женщины,2051,24230,24490,-260,прогноз
Рязанская область,Женщины,2052,24455,24447,8,прогноз
Рязанская область,Женщины,2053,24502,24583,-81,прогноз
Рязанская область,Женщины,2054,24459,24808,-349,прогноз
Рязанская область,Женщины,2055,24595,24855,-260,прогноз
Рязанская область,Женщины,2056,24821,24813,8,прогноз
Рязанская область,Женщины,2057,24868,24948,-80,прогноз
Рязанская область,Женщины,2058,24825,25174,-349,прогноз
Рязанская область,Женщины,2059,24960,25221,-261,прогноз
Рязанская область,Женщины,2060,25186,25178,8,прогноз
Рязанская область,Женщины,2061,25233,25314,-81,прогноз
Рязанская область,Женщины,2062,25190,25539,-349,прогноз
Рязанская область,Женщины,2063,25326,25586,-260,прогноз
Рязанская область,Женщины,2064,25551,25543,8,прогноз
Рязанская область,Женщины,2065,25598,25679,-81,прогноз
Рязанская область,Женщины,2066,25556,25905,-349,прогноз
Рязанская область,Женщины,2067,25691,25952,-261,прогноз
Рязанская область,Женщины,2068,25917,25909,8,прогноз
Рязанская область,Женщины,2069,25964,26044,-80,прогноз
Рязанская область,Женщины,2070,25921,26270,-349,прогноз
Рязанская область,Женщины,2071,26057,26317,-260,прогноз
Рязанская область,Женщины,2072,26282,26274,8,прогноз
Рязанская область,Женщины,2073,26329,26410,-81,прогноз
Рязанская область,Женщины,2074,26286,26635,-349,прогноз
Рязанская область,Женщины,2075,26422,26682,-260,прогноз
Рязанская область,Женщины,2076,26648,26640,8,прогноз
Рязанская область,Женщины,2077,26695,26775,-80,прогноз
Рязанская область,Женщины,2078,26652,27001,-349,прогноз
Рязанская область,Женщины,2079,26787,27048,-261,прогноз
Рязанская область,Женщины,2080,27013,27005,8,прогноз
Рязанская область,Женщины,2081,27060,27141,-81,прогноз
Рязанская область,Женщины,2082,27017,27366,-349,прогноз
Рязанская область,Женщины,2083,27153,27413,-260,прогноз
Рязанская область,Женщины,2084,27378,27370,8,прогноз
Рязанская область,Женщины,2085,27426,27506,-80,прогноз
Рязанская область,Женщины,2086,27383,27732,-349,прогноз
Рязанская область,Женщины,2087,27518,27779,-261,прогноз
Рязанская область,Женщины,2088,27744,27736,8,прогноз
Рязанская область,Женщины,2089,27791,27871,-80,прогноз
Рязанская область,Женщины,2090,27748,28097,-349,прогноз
Рязанская область,Женщины,2091,27884,28144,-260,прогноз
Рязанская область,Женщины,2092,28109,28101,8,прогноз
Рязанская область,Женщины,2093,28156,28237,-81,прогноз
Рязанская область,Женщины,2094,28113,28462,-349,прогноз
Рязанская область,Женщины,2095,28249,28510,-261,прогноз
Рязанская область,Женщины,2096,28475,28467,8,прогноз
Рязанская область,Женщины,2097,28522,28602,-80,прогноз
Рязанская область,Женщины,2098,28479,28828,-349,прогноз
Рязанская область,Женщины,2099,28614,28875,-261,прогноз
Рязанская область,Женщины,2100,28840,28832,8,прогноз
Рязанская область,Мужчины,2017,17659,16991,668,наблюдение
Рязанская область,Мужчины,2018,18474,18471,3,наблюдение
Рязанская область,Мужчины,2019,20209,18403,1806,наблюдение
Рязанская область,Мужчины,2020,17554,16771,783,наблюдение
Рязанская область,Мужчины,2021,15930,14273,1657,наблюдение
Рязанская область,Мужчины,2022,15721,15188,533,наблюдение
Рязанская область,Мужчины,2023,15013,13571,1442,наблюдение
Рязанская область,Мужчины,2024,18376,16404,1972,прогноз
Рязанская область,Мужчины,2025,19457,17801,1656,прогноз
Рязанская область,Мужчины,2026,19276,18301,975,прогноз
Рязанская область,Мужчины,2027,19095,18650,445,прогноз
Рязанская область,Мужчины,2028,19262,18650,612,прогноз
Рязанская область,Мужчины,2029,19788,18292,1496,прогноз
Рязанская область,Мужчины,2030,20355,17892,2463,прогноз
Рязанская область,Мужчины,2031,20561,17852,2709,прогноз
Рязанская область,Мужчины,2032,20277,18304,1973,прогноз
Рязанская область,Мужчины,2033,19776,18972,804,прогноз
Рязанская область,Мужчины,2034,19518,19397,121,прогноз
Рязанская область,Мужчины,2035,19763,19320,443,прогноз
Рязанская область,Мужчины,2036,20357,18893,1464,прогноз
Рязанская область,Мужчины,2037,20884,18534,2350,прогноз
Рязанская область,Мужчины,2038,21025,18560,2465,прогноз
Рязанская область,Мужчины,2039,20805,18948,1857,прогноз
Рязанская область,Мужчины,2040,20520,19400,1120,прогноз
Рязанская область,Мужчины,2041,20444,19643,801,прогноз
Рязанская область,Мужчины,2042,20614,19641,973,прогноз
Рязанская область,Мужчины,2043,20859,19562,1297,прогноз
Рязанская область,Мужчины,2044,21027,19562,1465,прогноз
Рязанская область,Мужчины,2045,21127,19629,1498,прогноз
Рязанская область,Мужчины,2046,21267,19657,1610,прогноз
Рязанская область,Мужчины,2047,21473,19618,1855,прогноз
Рязанская область,Мужчины,2048,21615,19643,1972,прогноз
Рязанская область,Мужчины,2049,21541,19885,1656,прогноз
Рязанская область,Мужчины,2050,21284,20309,975,прогноз
Рязанская область,Мужчины,2051,21102,20658,444,прогноз
Рязанская область,Мужчины,2052,21270,20658,612,прогноз
Рязанская область,Мужчины,2053,21795,20299,1496,прогноз
Рязанская область,Мужчины,2054,22362,19900,2462,прогноз
Рязанская область,Мужчины,2055,22569,19860,2709,прогноз
Рязанская область,Мужчины,2056,22285,20312,1973,прогноз
Рязанская область,Мужчины,2057,21784,20980,804,прогноз
Рязанская область,Мужчины,2058,21526,21405,121,прогноз
Рязанская область,Мужчины,2059,21771,21328,443,прогноз
Рязанская область,Мужчины,2060,22365,20901,1464,прогноз
Рязанская область,Мужчины,2061,22892,20541,2351,прогноз
Рязанская область,Мужчины,2062,23032,20568,2464,прогноз
Рязанская область,Мужчины,2063,22812,20955,1857,прогноз
Рязанская область,Мужчины,2064,22527,21408,1119,прогноз
Рязанская область,Мужчины,2065,22452,21650,802,прогноз
Рязанская область,Мужчины,2066,22621,21648,973,прогноз
Рязанская область,Мужчины,2067,22867,21570,1297,прогноз
Рязанская область,Мужчины,2068,23035,21569,1466,прогноз
Рязанская область,Мужчины,2069,23135,21637,1498,прогноз
Рязанская область,Мужчины,2070,23275,21664,1611,прогноз
Рязанская область,Мужчины,2071,23481,21626,1855,прогноз
Рязанская область,Мужчины,2072,23622,21651,1971,прогноз
Рязанская область,Мужчины,2073,23548,21892,1656,прогноз
Рязанская область,Мужчины,2074,23291,22317,974,прогноз
Рязанская область,Мужчины,2075,23110,22665,445,прогноз
Рязанская область,Мужчины,2076,23277,22665,612,прогноз
Рязанская область,Мужчины,2077,23803,22307,1496,прогноз
Рязанская область,Мужчины,2078,24370,21907,2463,прогноз
Рязанская область,Мужчины,2079,24577,21868,2709,прогноз
Рязанская область,Мужчины,2080,24293,22319,1974,прогноз
Рязанская область,Мужчины,2081,23791,22988,803,прогноз
Рязанская область,Мужчины,2082,23534,23413,121,прогноз
Рязанская область,Мужчины,2083,23778,23335,443,прогноз
Рязанская область,Мужчины,2084,24373,22909,1464,прогноз
Рязанская область,Мужчины,2085,24899,22549,2350,прогноз
Рязанская область,Мужчины,2086,25040,22576,2464,прогноз
Рязанская область,Мужчины,2087,24820,22963,1857,прогноз
Рязанская область,Мужчины,2088,24535,23416,1119,прогноз
Рязанская область,Мужчины,2089,24460,23658,802,прогноз
Рязанская область,Мужчины,2090,24629,23656,973,прогноз
Рязанская область,Мужчины,2091,24875,23578,1297,прогноз
Рязанская область,Мужчины,2092,25043,23577,1466,прогноз
Рязанская область,Мужчины,2093,25142,23644,1498,прогноз
Рязанская область,Мужчины,2094,25282,23672,1610,прогноз
Рязанская область,Мужчины,2095,25488,23633,1855,прогноз
Рязанская область,Мужчины,2096,25630,23659,1971,прогноз
Рязанская область,Мужчины,2097,25556,23900,1656,прогноз
Рязанская область,Мужчины,2098,25299,24324,975,прогноз
Рязанская область,Мужчины,2099,25118,24673,445,прогноз
Рязанская область,Мужчины,2100,25285,24673,612,прогноз
Самарская область,Всего,2017,70216,71097,-881,наблюдение
Самарская область,Всего,2018,75919,76326,-407,наблюдение
Самарская область,Всего,2019,80275,71327,8948,наблюдение
Самарская область,Всего,2020,66355,66268,87,наблюдение
Самарская область,Всего,2021,71398,63665,7733,наблюдение
Самарская область,Всего,2022,66090,67919,-1829,наблюдение
Самарская область,Всего,2023,63938,60476,3462,наблюдение
Самарская область,Всего,2024,77430,72830,4600,прогноз
Самарская область,Всего,2025,79108,75536,3572,прогноз
Самарская область,Всего,2026,77203,78137,-934,прогноз
Самарская область,Всего,2027,80185,76939,3246,прогноз
Самарская область,Всего,2028,81018,76801,4217,прогноз
Самарская область,Всего,2029,79467,79045,422,прогноз
Самарская область,Всего,2030,81010,78409,2601,прогноз
Самарская область,Всего,2031,81487,78624,2863,прогноз
Самарская область,Всего,2032,80936,79870,1066,прогноз
Самарская область,Всего,2033,82728,78771,3957,прогноз
Самарская область,Всего,2034,82206,79988,2218,прогноз
Самарская область,Всего,2035,81299,81588,-289,прогноз
Самарская область,Всего,2036,84091,79489,4602,прогноз
Самарская область,Всего,2037,83923,80351,3572,прогноз
Самарская область,Всего,2038,82017,82951,-934,прогноз
Самарская область,Всего,2039,84454,81208,3246,прогноз
Самарская область,Всего,2040,85287,81069,4218,прогноз
Самарская область,Всего,2041,83735,83314,421,прогноз
Самарская область,Всего,2042,85173,82571,2602,прогноз
Самарская область,Всего,2043,85649,82787,2862,прогноз
Самарская область,Всего,2044,85098,84032,1066,прогноз
Самарская область,Всего,2045,86890,82934,3956,прогноз
Самарская область,Всего,2046,86368,84151,2217,прогноз
Самарская область,Всего,2047,85461,85751,-290,прогноз
Самарская область,Всего,2048,88254,83652,4602,прогноз
Самарская область,Всего,2049,88086,84513,3573,прогноз
Самарская область,Всего,2050,86179,87113,-934,прогноз
Самарская область,Всего,2051,88616,85371,3245,прогноз
Самарская область,Всего,2052,89449,85232,4217,прогноз
Самарская область,Всего,2053,87898,87477,421,прогноз
Самарская область,Всего,2054,89335,86733,2602,прогноз
Самарская область,Всего,2055,89812,86950,2862,прогноз
Самарская область,Всего,2056,89261,88195,1066,прогноз
Самарская область,Всего,2057,91053,87097,3956,прогноз
Самарская область,Всего,2058,90531,88313,2218,прогноз
Самарская область,Всего,2059,89624,89914,-290,прогноз
Самарская область,Всего,2060,92417,87815,4602,прогноз
Самарская область,Всего,2061,92249,88676,3573,прогноз
Самарская область,Всего,2062,90342,91276,-934,прогноз
Самарская область,Всего,2063,92779,89533,3246,прогноз
Самарская область,Всего,2064,93611,89395,4216,прогноз
Самарская область,Всего,2065,92061,91640,421,прогноз
Самарская область,Всего,2066,93498,90896,2602,прогноз
Самарская область,Всего,2067,93975,91113,2862,прогноз
Самарская область,Всего,2068,93423,92358,1065,прогноз
Самарская область,Всего,2069,95216,91260,3956,прогноз
Самарская область,Всего,2070,94693,92475,2218,прогноз
Самарская область,Всего,2071,93787,94076,-289,прогноз
Самарская область,Всего,2072,96578,91977,4601,прогноз
Самарская область,Всего,2073,96411,92839,3572,прогноз
Самарская область,Всего,2074,94505,95439,-934,прогноз
Самарская область,Всего,2075,96942,93696,3246,прогноз
Самарская область,Всего,2076,97774,93557,4217,прогноз
Самарская область,Всего,2077,96224,95802,422,прогноз
Самарская область,Всего,2078,97660,95059,2601,прогноз
Самарская область,Всего,2079,98138,95275,2863,прогноз
Самарская область,Всего,2080,97586,96520,1066,прогноз
Самарская область,Всего,2081,99379,95421,3958,прогноз
Самарская область,Всего,2082,98855,96638,2217,прогноз
Самарская область,Всего,2083,97949,98238,-289,прогноз
Самарская область,Всего,2084,100741,96140,4601,прогноз
Самарская область,Всего,2085,100574,97001,3573,прогноз
Самарская область,Всего,2086,98668,99602,-934,прогноз
Самарская область,Всего,2087,101105,97858,3247,прогноз
Самарская область,Всего,2088,101937,97719,4218,прогноз
Самарская область,Всего,2089,100385,99964,421,прогноз
Самарская область,Всего,2090,101822,99221,2601,прогноз
Самарская область,Всего,2091,102300,99438,2862,прогноз
Самарская область,Всего,2092,101749,100683,1066,прогноз
Самарская область,Всего,2093,103541,99584,3957,прогноз
Самарская область,Всего,2094,103018,100801,2217,прогноз
Самарская область,Всего,2095,102111,102401,-290,прогноз
Самарская область,Всего,2096,104904,100303,4601,прогноз
Самарская область,Всего,2097,104737,101164,3573,прогноз
Самарская область,Всего,2098,102830,103764,-934,прогноз
Самарская область,Всего,2099,105267,102021,3246,прогноз
Самарская область,Всего,2100,106099,101882,4217,прогноз
Самарская область,Женщины,2017,36390,37450,-1060,наблюдение
Самарская область,Женщины,2018,39432,40409,-977,наблюдение
Самарская область,Женщины,2019,39632,36944,2688,наблюдение
Самарская область,Женщины,2020,33993,33534,459,наблюдение
Самарская область,Женщины,2021,36618,33387,3231,наблюдение
Самарская область,Женщины,2022,33957,34150,-193,наблюдение
Самарская область,Женщины,2023,33084,31454,1630,наблюдение
Самарская область,Женщины,2024,39552,37579,1973,прогноз
Самарская область,Женщины,2025,39578,38446,1132,прогноз
Самарская область,Женщины,2026,38396,39986,-1590,прогноз
Самарская область,Женщины,2027,40225,39606,619,прогноз
Самарская область,Женщины,2028,40983,39206,1777,прогноз
Самарская область,Женщины,2029,40156,40390,-234,прогноз
Самарская область,Женщины,2030,40545,40571,-26,прогноз
Самарская область,Женщины,2031,40948,40525,423,прогноз
Самарская область,Женщины,2032,41120,40710,410,прогноз
Самарская область,Женщины,2033,41759,40429,1330,прогноз
Самарская область,Женщины,2034,41162,41384,-222,прогноз
Самарская область,Женщины,2035,40979,41924,-945,прогноз
Самарская область,Женщины,2036,42617,40643,1974,прогноз
Самарская область,Женщины,2037,42375,41243,1132,прогноз
Самарская область,Женщины,2038,41193,42783,-1590,прогноз
Самарская область,Женщины,2039,42476,41857,619,прогноз
Самарская область,Женщины,2040,43234,41456,1778,прогноз
Самарская область,Женщины,2041,42406,42641,-235,прогноз
Самарская область,Женщины,2042,42690,42716,-26,прогноз
Самарская область,Женщины,2043,43092,42670,422,прогноз
Самарская область,Женщины,2044,43265,42855,410,прогноз
Самарская область,Женщины,2045,43903,42574,1329,прогноз
Самарская область,Женщины,2046,43306,43529,-223,прогноз
Самарская область,Женщины,2047,43123,44069,-946,прогноз
Самарская область,Женщины,2048,44762,42788,1974,прогноз
Самарская область,Женщины,2049,44520,43387,1133,прогноз
Самарская область,Женщины,2050,43337,44927,-1590,прогноз
Самарская область,Женщины,2051,44620,44002,618,прогноз
Самарская область,Женщины,2052,45378,43601,1777,прогноз
Самарская область,Женщины,2053,44551,44786,-235,прогноз
Самарская область,Женщины,2054,44834,44860,-26,прогноз
Самарская область,Женщины,2055,45237,44815,422,прогноз
Самарская область,Женщины,2056,45410,45000,410,прогноз
Самарская область,Женщины,2057,46048,44719,1329,прогноз
Самарская область,Женщины,2058,45451,45673,-222,прогноз
Самарская область,Женщины,2059,45268,46214,-946,прогноз
Самарская область,Женщины,2060,46907,44933,1974,прогноз
Самарская область,Женщины,2061,46665,45532,1133,прогноз
Самарская область,Женщины,2062,45482,47072,-1590,прогноз
Самарская область,Женщины,2063,46765,46146,619,прогноз
Самарская область,Женщины,2064,47523,45746,1777,прогноз
Самарская область,Женщины,2065,46696,46931,-235,прогноз
Самарская область,Женщины,2066,46979,47005,-26,прогноз
Самарская область,Женщины,2067,47382,46960,422,прогноз
Самарская область,Женщины,2068,47554,47145,409,прогноз
Самарская область,Женщины,2069,48193,46864,1329,прогноз
Самарская область,Женщины,2070,47596,47818,-222,прогноз
Самарская область,Женщины,2071,47413,48358,-945,прогноз
Самарская область,Женщины,2072,49051,47077,1974,прогноз
Самарская область,Женщины,2073,48809,47677,1132,прогноз
Самарская область,Женщины,2074,47627,49217,-1590,прогноз
Самарская область,Женщины,2075,48910,48291,619,прогноз
Самарская область,Женщины,2076,49668,47891,1777,прогноз
Самарская область,Женщины,2077,48841,49075,-234,прогноз
Самарская область,Женщины,2078,49124,49150,-26,прогноз
Самарская область,Женщины,2079,49527,49104,423,прогноз
Самарская область,Женщины,2080,49699,49289,410,прогноз
Самарская область,Женщины,2081,50338,49008,1330,прогноз
Самарская область,Женщины,2082,49740,49963,-223,прогноз
Самарская область,Женщины,2083,49558,50503,-945,прогноз
Самарская область,Женщины,2084,51196,49222,1974,прогноз
Самарская область,Женщины,2085,50954,49821,1133,прогноз
Самарская область,Женщины,2086,49772,51362,-1590,прогноз
Самарская область,Женщины,2087,51055,50436,619,прогноз
Самарская область,Женщины,2088,51813,50035,1778,прогноз
Самарская область,Женщины,2089,50985,51220,-235,прогноз
Самарская область,Женщины,2090,51268,51294,-26,прогноз
Самарская область,Женщины,2091,51671,51249,422,прогноз
Самарская область,Женщины,2092,51844,51434,410,прогноз
Самарская область,Женщины,2093,52482,51153,1329,прогноз
Самарская область,Женщины,2094,51885,52108,-223,прогноз
Самарская область,Женщины,2095,51702,52648,-946,прогноз
Самарская область,Женщины,2096,53341,51367,1974,прогноз
Самарская область,Женщины,2097,53099,51966,1133,прогноз
Самарская область,Женщины,2098,51916,53506,-1590,прогноз
Самарская область,Женщины,2099,53199,52581,618,прогноз
Самарская область,Женщины,2100,53957,52180,1777,прогноз
Самарская область,Мужчины,2017,33826,33647,179,наблюдение
Самарская область,Мужчины,2018,36487,35917,570,наблюдение
Самарская область,Мужчины,2019,40643,34383,6260,наблюдение
Самарская область,Мужчины,2020,32362,32734,-372,наблюдение
Самарская область,Мужчины,2021,34780,30278,4502,наблюдение
Самарская область,Мужчины,2022,32133,33769,-1636,наблюдение
Самарская область,Мужчины,2023,30854,29022,1832,наблюдение
Самарская область,Мужчины,2024,37878,35251,2627,прогноз
Самарская область,Мужчины,2025,39530,37090,2440,прогноз
Самарская область,Мужчины,2026,38807,38151,656,прогноз
Самарская область,Мужчины,2027,39960,37333,2627,прогноз
Самарская область,Мужчины,2028,40035,37595,2440,прогноз
Самарская область,Мужчины,2029,39311,38655,656,прогноз
Самарская область,Мужчины,2030,40465,37838,2627,прогноз
Самарская область,Мужчины,2031,40539,38099,2440,прогноз
Самарская область,Мужчины,2032,39816,39160,656,прогноз
Самарская область,Мужчины,2033,40969,38342,2627,прогноз
Самарская область,Мужчины,2034,41044,38604,2440,прогноз
Самарская область,Мужчины,2035,40320,39664,656,прогноз
Самарская область,Мужчины,2036,41474,38846,2628,прогноз
Самарская область,Мужчины,2037,41548,39108,2440,прогноз
Самарская область,Мужчины,2038,40824,40168,656,прогноз
Самарская область,Мужчины,2039,41978,39351,2627,прогноз
Самарская область,Мужчины,2040,42053,39613,2440,прогноз
Самарская область,Мужчины,2041,41329,40673,656,прогноз
Самарская область,Мужчины,2042,42483,39855,2628,прогноз
Самарская область,Мужчины,2043,42557,40117,2440,прогноз
Самарская область,Мужчины,2044,41833,41177,656,прогноз
Самарская область,Мужчины,2045,42987,40360,2627,прогноз
Самарская область,Мужчины,2046,43062,40622,2440,прогноз
Самарская область,Мужчины,2047,42338,41682,656,прогноз
Самарская область,Мужчины,2048,43492,40864,2628,прогноз
Самарская область,Мужчины,2049,43566,41126,2440,прогноз
Самарская область,Мужчины,2050,42842,42186,656,прогноз
Самарская область,Мужчины,2051,43996,41369,2627,прогноз
Самарская область,Мужчины,2052,44071,41631,2440,прогноз
Самарская область,Мужчины,2053,43347,42691,656,прогноз
Самарская область,Мужчины,2054,44501,41873,2628,прогноз
Самарская область,Мужчины,2055,44575,42135,2440,прогноз
Самарская область,Мужчины,2056,43851,43195,656,прогноз
Самарская область,Мужчины,2057,45005,42378,2627,прогноз
Самарская область,Мужчины,2058,45080,42640,2440,прогноз
Самарская область,Мужчины,2059,44356,43700,656,прогноз
Самарская область,Мужчины,2060,45510,42882,2628,прогноз
Самарская область,Мужчины,2061,45584,43144,2440,прогноз
Самарская область,Мужчины,2062,44860,44204,656,прогноз
Самарская область,Мужчины,2063,46014,43387,2627,прогноз
Самарская область,Мужчины,2064,46088,43649,2439,прогноз
Самарская область,Мужчины,2065,45365,44709,656,прогноз
Самарская область,Мужчины,2066,46519,43891,2628,прогноз
Самарская область,Мужчины,2067,46593,44153,2440,прогноз
Самарская область,Мужчины,2068,45869,45213,656,прогноз
Самарская область,Мужчины,2069,47023,44396,2627,прогноз
Самарская область,Мужчины,2070,47097,44657,2440,прогноз
Самарская область,Мужчины,2071,46374,45718,656,прогноз
Самарская область,Мужчины,2072,47527,44900,2627,прогноз
Самарская область,Мужчины,2073,47602,45162,2440,прогноз
Самарская область,Мужчины,2074,46878,46222,656,прогноз
Самарская область,Мужчины,2075,48032,45405,2627,прогноз
Самарская область,Мужчины,2076,48106,45666,2440,прогноз
Самарская область,Мужчины,2077,47383,46727,656,прогноз
Самарская область,Мужчины,2078,48536,45909,2627,прогноз
Самарская область,Мужчины,2079,48611,46171,2440,прогноз
Самарская область,Мужчины,2080,47887,47231,656,прогноз
Самарская область,Мужчины,2081,49041,46413,2628,прогноз
Самарская область,Мужчины,2082,49115,46675,2440,прогноз
Самарская область,Мужчины,2083,48391,47735,656,прогноз
Самарская область,Мужчины,2084,49545,46918,2627,прогноз
Самарская область,Мужчины,2085,49620,47180,2440,прогноз
Самарская область,Мужчины,2086,48896,48240,656,прогноз
Самарская область,Мужчины,2087,50050,47422,2628,прогноз
Самарская область,Мужчины,2088,50124,47684,2440,прогноз
Самарская область,Мужчины,2089,49400,48744,656,прогноз
Самарская область,Мужчины,2090,50554,47927,2627,прогноз
Самарская область,Мужчины,2091,50629,48189,2440,прогноз
Самарская область,Мужчины,2092,49905,49249,656,прогноз
Самарская область,Мужчины,2093,51059,48431,2628,прогноз
Самарская область,Мужчины,2094,51133,48693,2440,прогноз
Самарская область,Мужчины,2095,50409,49753,656,прогноз
Самарская область,Мужчины,2096,51563,48936,2627,прогноз
Самарская область,Мужчины,2097,51638,49198,2440,прогноз
Самарская область,Мужчины,2098,50914,50258,656,прогноз
Самарская область,Мужчины,2099,52068,49440,2628,прогноз
Самарская область,Мужчины,2100,52142,49702,2440,прогноз
Саратовская область,Всего,2017,66547,72707,-6160,наблюдение
Саратовская область,Всего,2018,63816,74164,-10348,наблюдение
Саратовская область,Всего,2019,62881,68565,-5684,наблюдение
Саратовская область,Всего,2020,53771,58383,-4612,наблюдение
Саратовская область,Всего,2021,50439,54612,-4173,наблюдение
Саратовская область,Всего,2022,51169,59067,-7898,наблюдение
Саратовская область,Всего,2023,48870,51857,-2987,наблюдение
Саратовская область,Всего,2024,65999,70977,-4978,прогноз
Саратовская область,Всего,2025,65445,72514,-7069,прогноз
Саратовская область,Всего,2026,67306,77362,-10056,прогноз
