Территория,Пол,Год,e0,Статус
Сибирский федеральный округ,Мужчины,2052,,прогноз
Сибирский федеральный округ,Мужчины,2053,,прогноз
Сибирский федеральный округ,Мужчины,2054,,прогноз
Сибирский федеральный округ,Мужчины,2055,,прогноз
Сибирский федеральный округ,Мужчины,2056,,прогноз
Сибирский федеральный округ,Мужчины,2057,,прогноз
Сибирский федеральный округ,Мужчины,2058,,прогноз
Сибирский федеральный округ,Мужчины,2059,,прогноз
Сибирский федеральный округ,Мужчины,2060,,прогноз
Сибирский федеральный округ,Мужчины,2061,,прогноз
Сибирский федеральный округ,Мужчины,2062,,прогноз
Сибирский федеральный округ,Мужчины,2063,,прогноз
Сибирский федеральный округ,Мужчины,2064,,прогноз
Сибирский федеральный округ,Мужчины,2065,,прогноз
Сибирский федеральный округ,Мужчины,2066,,прогноз
Сибирский федеральный округ,Мужчины,2067,,прогноз
Сибирский федеральный округ,Мужчины,2068,,прогноз
Сибирский федеральный округ,Мужчины,2069,,прогноз
Сибирский федеральный округ,Мужчины,2070,,прогноз
Сибирский федеральный округ,Мужчины,2071,,прогноз
Сибирский федеральный округ,Мужчины,2072,,прогноз
Сибирский федеральный округ,Мужчины,2073,,прогноз
Сибирский федеральный округ,Мужчины,2074,,прогноз
Сибирский федеральный округ,Мужчины,2075,,прогноз
Сибирский федеральный округ,Мужчины,2076,,прогноз
Сибирский федеральный округ,Мужчины,2077,,прогноз
Сибирский федеральный округ,Мужчины,2078,,прогноз
Сибирский федеральный округ,Мужчины,2079,,прогноз
Сибирский федеральный округ,Мужчины,2080,,прогноз
Сибирский федеральный округ,Мужчины,2081,,прогноз
Сибирский федеральный округ,Мужчины,2082,,прогноз
Сибирский федеральный округ,Мужчины,2083,,прогноз
Сибирский федеральный округ,Мужчины,2084,,прогноз
Сибирский федеральный округ,Мужчины,2085,,прогноз
Сибирский федеральный округ,Мужчины,2086,,прогноз
Сибирский федеральный округ,Мужчины,2087,,прогноз
Сибирский федеральный округ,Мужчины,2088,,прогноз
Сибирский федеральный округ,Мужчины,2089,,прогноз
Сибирский федеральный округ,Мужчины,2090,,прогноз
Сибирский федеральный округ,Мужчины,2091,,прогноз
Сибирский федеральный округ,Мужчины,2092,,прогноз
Сибирский федеральный округ,Мужчины,2093,,прогноз
Сибирский федеральный округ,Мужчины,2094,,прогноз
Сибирский федеральный округ,Мужчины,2095,,прогноз
Сибирский федеральный округ,Мужчины,2096,,прогноз
Сибирский федеральный округ,Мужчины,2097,,прогноз
Сибирский федеральный округ,Мужчины,2098,,прогноз
Сибирский федеральный округ,Мужчины,2099,,прогноз
Сибирский федеральный округ,Мужчины,2100,,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,1990,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1991,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1992,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1993,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1994,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1995,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1996,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1997,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1998,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,1999,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2000,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2001,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2002,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2003,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2004,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2005,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2006,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2007,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2008,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2009,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2010,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2011,73.97,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2012,74.16,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2013,74.73,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2014,74.91,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2015,75.14,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2016,75.6,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2017,75.95,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2018,76.15,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2019,76.28,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2020,74.78,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2021,72.99,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2022,76.03,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2023,77.19,наблюдение
Сибирский федеральный округ (с 03.11.2018),Женщины,2024,77.49,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2025,77.79,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2026,78.08,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2027,78.36,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2028,78.64,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2029,78.91,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2030,79.18,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2031,79.44,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2032,79.7,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2033,79.95,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2034,80.2,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2035,80.44,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2036,80.68,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2037,80.91,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2038,81.13,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2039,81.36,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2040,81.57,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2041,81.79,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2042,81.99,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2043,82.2,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2044,82.4,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2045,82.6,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2046,82.79,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2047,82.98,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2048,83.16,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2049,83.34,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2050,83.52,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2051,83.69,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2052,83.86,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2053,84.03,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2054,84.19,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2055,84.35,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2056,84.51,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2057,84.66,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2058,84.81,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2059,84.96,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2060,85.1,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2061,85.24,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2062,85.38,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2063,85.51,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2064,85.65,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2065,85.78,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2066,85.9,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2067,86.03,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2068,86.15,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2069,86.27,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2070,86.39,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2071,86.5,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2072,86.61,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2073,86.72,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2074,86.83,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2075,86.94,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2076,87.04,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2077,87.14,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2078,87.24,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2079,87.34,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2080,87.43,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2081,87.53,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2082,87.62,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2083,87.71,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2084,87.79,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2085,87.88,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2086,87.96,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2087,88.05,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2088,88.13,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2089,88.21,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2090,88.28,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2091,88.36,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2092,88.43,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2093,88.51,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2094,88.58,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2095,88.65,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2096,88.72,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2097,88.78,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2098,88.85,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2099,88.91,прогноз
Сибирский федеральный округ (с 03.11.2018),Женщины,2100,88.98,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,1990,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1991,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1992,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1993,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1994,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1995,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1996,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1997,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1998,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,1999,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2000,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2001,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2002,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2003,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2004,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2005,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2006,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2007,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2008,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2009,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2010,,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2011,62.01,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2012,62.23,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2013,62.82,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2014,63.0,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2015,63.64,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2016,64.08,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2017,64.88,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2018,65.07,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2019,65.63,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2020,64.25,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2021,63.46,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2022,64.78,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2023,64.93,наблюдение
Сибирский федеральный округ (с 03.11.2018),Мужчины,2024,65.4,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2025,65.85,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2026,66.3,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2027,66.74,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2028,67.16,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2029,67.58,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2030,68.0,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2031,68.4,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2032,68.79,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2033,69.18,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2034,69.56,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2035,69.93,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2036,70.3,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2037,70.65,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2038,71.0,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2039,71.35,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2040,71.68,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2041,72.01,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2042,72.33,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2043,72.65,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2044,72.96,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2045,73.26,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2046,73.56,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2047,73.85,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2048,74.14,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2049,74.42,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2050,74.69,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2051,74.96,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2052,75.22,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2053,75.48,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2054,75.73,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2055,75.98,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2056,76.22,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2057,76.46,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2058,76.69,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2059,76.92,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2060,77.14,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2061,77.36,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2062,77.58,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2063,77.79,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2064,77.99,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2065,78.2,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2066,78.39,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2067,78.59,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2068,78.78,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2069,78.96,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2070,79.14,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2071,79.32,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2072,79.5,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2073,79.67,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2074,79.84,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2075,80.0,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2076,80.16,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2077,80.32,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2078,80.48,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2079,80.63,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2080,80.78,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2081,80.92,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2082,81.07,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2083,81.21,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2084,81.34,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2085,81.48,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2086,81.61,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2087,81.74,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2088,81.86,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2089,81.99,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2090,82.11,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2091,82.23,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2092,82.34,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2093,82.46,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2094,82.57,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2095,82.68,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2096,82.79,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2097,82.89,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2098,82.99,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2099,83.1,прогноз
Сибирский федеральный округ (с 03.11.2018),Мужчины,2100,83.19,прогноз
Смоленская область,Женщины,1990,74.9,наблюдение
Смоленская область,Женщины,1991,74.2,наблюдение
Смоленская область,Женщины,1992,74.1,наблюдение
Смоленская область,Женщины,1993,72.1,наблюдение
Смоленская область,Женщины,1994,71.4,наблюдение
Смоленская область,Женщины,1995,71.8,наблюдение
Смоленская область,Женщины,1996,72.1,наблюдение
Смоленская область,Женщины,1997,72.1,наблюдение
Смоленская область,Женщины,1998,72.4,наблюдение
Смоленская область,Женщины,1999,70.8,наблюдение
Смоленская область,Женщины,2000,70.7,наблюдение
Смоленская область,Женщины,2001,70.4,наблюдение
Смоленская область,Женщины,2002,70.0,наблюдение
Смоленская область,Женщины,2003,70.1,наблюдение
Смоленская область,Женщины,2004,70.8,наблюдение
Смоленская область,Женщины,2005,70.6,наблюдение
Смоленская область,Женщины,2006,70.8,наблюдение
Смоленская область,Женщины,2007,72.5,наблюдение
Смоленская область,Женщины,2008,72.7,наблюдение
Смоленская область,Женщины,2009,72.9,наблюдение
Смоленская область,Женщины,2010,73.6,наблюдение
Смоленская область,Женщины,2011,74.58,наблюдение
Смоленская область,Женщины,2012,74.61,наблюдение
Смоленская область,Женщины,2013,74.93,наблюдение
Смоленская область,Женщины,2014,75.56,наблюдение
Смоленская область,Женщины,2015,75.27,наблюдение
Смоленская область,Женщины,2016,75.55,наблюдение
Смоленская область,Женщины,2017,76.2,наблюдение
Смоленская область,Женщины,2018,76.53,наблюдение
Смоленская область,Женщины,2019,76.95,наблюдение
Смоленская область,Женщины,2020,75.52,наблюдение
Смоленская область,Женщины,2021,72.71,наблюдение
Смоленская область,Женщины,2022,76.1,наблюдение
Смоленская область,Женщины,2023,77.64,наблюдение
Смоленская область,Женщины,2024,78.06,прогноз
Смоленская область,Женщины,2025,78.47,прогноз
Смоленская область,Женщины,2026,78.87,прогноз
Смоленская область,Женщины,2027,79.26,прогноз
Смоленская область,Женщины,2028,79.63,прогноз
Смоленская область,Женщины,2029,79.99,прогноз
Смоленская область,Женщины,2030,80.35,прогноз
Смоленская область,Женщины,2031,80.69,прогноз
Смоленская область,Женщины,2032,81.02,прогноз
Смоленская область,Женщины,2033,81.35,прогноз
Смоленская область,Женщины,2034,81.66,прогноз
Смоленская область,Женщины,2035,81.96,прогноз
Смоленская область,Женщины,2036,82.26,прогноз
Смоленская область,Женщины,2037,82.55,прогноз
Смоленская область,Женщины,2038,82.82,прогноз
Смоленская область,Женщины,2039,83.09,прогноз
Смоленская область,Женщины,2040,83.36,прогноз
Смоленская область,Женщины,2041,83.61,прогноз
Смоленская область,Женщины,2042,83.86,прогноз
Смоленская область,Женщины,2043,84.1,прогноз
Смоленская область,Женщины,2044,84.33,прогноз
Смоленская область,Женщины,2045,84.55,прогноз
Смоленская область,Женщины,2046,84.77,прогноз
Смоленская область,Женщины,2047,84.99,прогноз
Смоленская область,Женщины,2048,85.19,прогноз
Смоленская область,Женщины,2049,85.39,прогноз
Смоленская область,Женщины,2050,85.59,прогноз
Смоленская область,Женщины,2051,85.77,прогноз
Смоленская область,Женщины,2052,85.96,прогноз
Смоленская область,Женщины,2053,86.14,прогноз
Смоленская область,Женщины,2054,86.31,прогноз
Смоленская область,Женщины,2055,86.48,прогноз
Смоленская область,Женщины,2056,86.64,прогноз
Смоленская область,Женщины,2057,86.8,прогноз
Смоленская область,Женщины,2058,86.95,прогноз
Смоленская область,Женщины,2059,87.1,прогноз
Смоленская область,Женщины,2060,87.24,прогноз
Смоленская область,Женщины,2061,87.38,прогноз
Смоленская область,Женщины,2062,87.52,прогноз
Смоленская область,Женщины,2063,87.65,прогноз
Смоленская область,Женщины,2064,87.78,прогноз
Смоленская область,Женщины,2065,87.9,прогноз
Смоленская область,Женщины,2066,88.02,прогноз
Смоленская область,Женщины,2067,88.14,прогноз
Смоленская область,Женщины,2068,88.25,прогноз
Смоленская область,Женщины,2069,88.36,прогноз
Смоленская область,Женщины,2070,88.47,прогноз
Смоленская область,Женщины,2071,88.57,прогноз
Смоленская область,Женщины,2072,88.67,прогноз
Смоленская область,Женщины,2073,88.77,прогноз
Смоленская область,Женщины,2074,88.87,прогноз
Смоленская область,Женщины,2075,88.96,прогноз
Смоленская область,Женщины,2076,89.05,прогноз
Смоленская область,Женщины,2077,89.14,прогноз
Смоленская область,Женщины,2078,89.22,прогноз
Смоленская область,Женщины,2079,89.3,прогноз
Смоленская область,Женщины,2080,89.38,прогноз
Смоленская область,Женщины,2081,89.46,прогноз
Смоленская область,Женщины,2082,89.53,прогноз
Смоленская область,Женщины,2083,89.61,прогноз
Смоленская область,Женщины,2084,89.68,прогноз
Смоленская область,Женщины,2085,89.74,прогноз
Смоленская область,Женщины,2086,89.81,прогноз
Смоленская область,Женщины,2087,89.87,прогноз
Смоленская область,Женщины,2088,89.94,прогноз
Смоленская область,Женщины,2089,90.0,прогноз
Смоленская область,Женщины,2090,90.06,прогноз
Смоленская область,Женщины,2091,90.11,прогноз
Смоленская область,Женщины,2092,90.17,прогноз
Смоленская область,Женщины,2093,90.22,прогноз
Смоленская область,Женщины,2094,90.28,прогноз
Смоленская область,Женщины,2095,90.33,прогноз
Смоленская область,Женщины,2096,90.38,прогноз
Смоленская область,Женщины,2097,90.42,прогноз
Смоленская область,Женщины,2098,90.47,прогноз
Смоленская область,Женщины,2099,90.51,прогноз
Смоленская область,Женщины,2100,90.56,прогноз
Смоленская область,Мужчины,1990,63.4,наблюдение
Смоленская область,Мужчины,1991,62.6,наблюдение
Смоленская область,Мужчины,1992,61.9,наблюдение
Смоленская область,Мужчины,1993,58.8,наблюдение
Смоленская область,Мужчины,1994,57.3,наблюдение
Смоленская область,Мужчины,1995,58.4,наблюдение
Смоленская область,Мужчины,1996,59.2,наблюдение
Смоленская область,Мужчины,1997,58.8,наблюдение
Смоленская область,Мужчины,1998,59.2,наблюдение
Смоленская область,Мужчины,1999,57.2,наблюдение
Смоленская область,Мужчины,2000,56.3,наблюдение
Смоленская область,Мужчины,2001,55.6,наблюдение
Смоленская область,Мужчины,2002,54.7,наблюдение
Смоленская область,Мужчины,2003,55.3,наблюдение
Смоленская область,Мужчины,2004,55.4,наблюдение
Смоленская область,Мужчины,2005,55.2,наблюдение
Смоленская область,Мужчины,2006,56.8,наблюдение
Смоленская область,Мужчины,2007,58.0,наблюдение
Смоленская область,Мужчины,2008,58.1,наблюдение
Смоленская область,Мужчины,2009,59.5,наблюдение
Смоленская область,Мужчины,2010,60.1,наблюдение
Смоленская область,Мужчины,2011,61.81,наблюдение
Смоленская область,Мужчины,2012,62.38,наблюдение
Смоленская область,Мужчины,2013,62.81,наблюдение
Смоленская область,Мужчины,2014,63.21,наблюдение
Смоленская область,Мужчины,2015,63.9,наблюдение
Смоленская область,Мужчины,2016,64.05,наблюдение
Смоленская область,Мужчины,2017,65.49,наблюдение
Смоленская область,Мужчины,2018,65.29,наблюдение
Смоленская область,Мужчины,2019,66.13,наблюдение
Смоленская область,Мужчины,2020,64.18,наблюдение
Смоленская область,Мужчины,2021,62.75,наблюдение
Смоленская область,Мужчины,2022,64.53,наблюдение
Смоленская область,Мужчины,2023,65.26,наблюдение
Смоленская область,Мужчины,2024,66.0,прогноз
Смоленская область,Мужчины,2025,66.71,прогноз
Смоленская область,Мужчины,2026,67.4,прогноз
Смоленская область,Мужчины,2027,68.07,прогноз
Смоленская область,Мужчины,2028,68.72,прогноз
Смоленская область,Мужчины,2029,69.34,прогноз
Смоленская область,Мужчины,2030,69.95,прогноз
Смоленская область,Мужчины,2031,70.53,прогноз
Смоленская область,Мужчины,2032,71.1,прогноз
Смоленская область,Мужчины,2033,71.65,прогноз
Смоленская область,Мужчины,2034,72.18,прогноз
Смоленская область,Мужчины,2035,72.69,прогноз
Смоленская область,Мужчины,2036,73.19,прогноз
Смоленская область,Мужчины,2037,73.67,прогноз
Смоленская область,Мужчины,2038,74.13,прогноз
Смоленская область,Мужчины,2039,74.58,прогноз
Смоленская область,Мужчины,2040,75.02,прогноз
Смоленская область,Мужчины,2041,75.44,прогноз
Смоленская область,Мужчины,2042,75.85,прогноз
Смоленская область,Мужчины,2043,76.24,прогноз
Смоленская область,Мужчины,2044,76.62,прогноз
Смоленская область,Мужчины,2045,76.99,прогноз
Смоленская область,Мужчины,2046,77.35,прогноз
